rating,summary,review,sentiment,review_length,clean_review,vader_sentiment
5,Hot and delicious,"I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip.  It is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe I'd cut down how much I ate by going to the hot Salsa Ranchera.  It's hot enough that people who aren't used to it will say ""That's hot!"".<br /><br />Flavor: bright and forward.  The similarly hot Salsa Victoria is a duller taste to me, I guess earthy.  This salsa is much brighter in the mouth.  I don't like to go hotter than this because the sauces I've tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example).<br /><br />A drawback is La Victoria doesn't make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they sell them in [...] or Sam's Club.  To get a good deal you have to watch for sales.",positive,166,consume jar every two weeks either adding fajitas using corn chip dip hot awhile medium salsa suprema mild thought maybe id cut much ate going hot salsa ranchera hot enough people arent used say thats hotflavor bright forward similarly hot salsa victoria duller taste guess earthy salsa much brighter mouth dont like go hotter sauces ive tried lose resemblance yummy salsa taste hot happens tabasco sauce examplea drawback la victoria doesnt make larger bottle salsa ranchera salsa victoria sell sams club get good deal watch sales,positive
5,Swiss Chalet,"service was great, but I meant to buy Swiss Chalet chicken SAUCE not the Marinade :)<br /><br />Love the sauce - have yet to try the marinade",positive,27,service great meant buy swiss chalet chicken sauce marinade love sauce yet try marinade,positive
5,Oyster Sauce,"Use frequently as we like to do Asian dishes at least once a week.  Love this product.  Fast shipping, as usual.  Would buy again.",positive,24,use frequently like asian dishes least week love product fast shipping usual would buy,positive
5,ABSOLUTELY DELICIOUS!,"These individually wrapped pieces are delicious (although I wish there were a few more). Mildly sweet with no sugar-free aftertaste, even a traditional ""marzipan-aholic"" should enjoy these.",positive,27,individually wrapped pieces delicious although wish mildly sweet sugarfree aftertaste even traditional marzipanaholic enjoy,positive
5,Great gag gift,Put this in my husbands stocking for Christmas and it was a hit.,positive,13,put husbands stocking christmas hit,neutral
3,arrived FAST,"I was amazed at how quickly it arrived!  It is a cute stocking stuffer, but only OK as far as user appeal.  You get what you pay for.",neutral,28,amazed quickly arrived cute stocking stuffer ok far user appeal get pay,positive
3,Penguin Pooper,Toy was typical quality I expected.  I got taken for a major ride on the shipping!,neutral,16,toy typical quality expected got taken major ride shipping,neutral
1,Never Arrived,So we cancelled the order.  It was cancelled without any problem.  That is a positive note...,negative,16,cancelled order cancelled without problem positive note,positive
5,coffee-mate coffee creamer hazelnut,i love the convenience of the singles. The best creamer around.Taste is just like the big bottle. I can stick them in my purse and take them to work.,positive,29,love convenience singles best creamer aroundtaste like big bottle stick purse take work,positive
5,No broken creamers!,"These creamers come in 4 packs of 25. I have taken one to work and opened one for home so far, and haven't found a single broken or leaking creamer yet. I usually have way too much cream and sugar in my coffee, but with these it is easy for me to cut down on the sweetness because I won't allow myself more than 2 creamers per cup. I think this is definitely the best option for buying creamers from Amazon since all the other listings have a lot of complaints about creamers breaking in shipping!",positive,96,creamers come packs taken one work opened one home far havent found single broken leaking creamer yet usually way much cream sugar coffee easy cut sweetness wont allow creamers per cup think definitely best option buying creamers amazon since listings lot complaints creamers breaking shipping,positive
